,id,title,authors,paper,presentation,best,theme,abstract
10,374,Management of Time Based Taxi Trajectories coupling Departure and Surface Management Systems,"Ingrid Gerdes ,     Meilin Schaper",/seminarContent/seminar11/papers/374-Gerdes_0123151259-Final-Paper-5-7-15.pdf,/seminarContent/seminar11/presentations/374-Gerdes_0123151259-PresentationPDF-6-29-15.pdf,,Integrated airport/airside operations,"This paper presents concept and results of the coupling of the surface management system research prototype “TRACC: Taxi Routing for Aircraft: Creation and Controlling” with the departure management system “CADEO: Controller Assistance for Departure Optimisation”. TRACC supports Air Traffic Controllers ) in creating optimized conflict-free taxi trajectories as well as with conflict detection and resolution. TRACC features speed control as new element of surface management and extends the concept of time-based trajectories to the ground. With up-to-date trajectories and therewith accurate taxi time prediction, the cooperation with the runway sequence optimizer prototype CADEO is enhanced. Within this paper both tools are introduced briefly and necessary adaptions of CADEO and TRACC for a combined application are described like push-back management and management of target start-up times. Results of first simulation runs are presented."
11,376,Combining Advanced-RNP with SBAS Guided Precision Terminal Area Paths and Final Approach Guidance,"Thomas Dautermann ,     Robert Geister",/seminarContent/seminar11/papers/376_Dautermann_0123150920-Final-Paper-5-26-15.pdf,/seminarContent/seminar11/presentations/376-Dautermann_0123150920-PresentationPDF-6-29-15.pdf,,Enhanced surveillance and navigation,"Satellite Based Augmentation Systems (SBAS) for Global Navigation Satellite Systems (GNSS) currently enable precise vertical and lateral guidance for aircraft during the final approach. The newly established advanced-Required Navigation Performance (RNP) concept allows all aircraft to follow repeata-ble ground tracks even during curved segments in the approach. This was previously only possible with special aircraft and air-crew authorization. Terminal Area Paths (TAPs) allow the path definition and vertical guidance during the arrival and initial through intermediate approach segment. Here, we report on the design and flight test results of advanced procedures that employ combinations of the three aforementioned possibilities. We in-clude TAPs, originally a concept from the Ground Based Aug-mentation System (GBAS), into the onboard Flight Management System (FMS) database in order to use them with an SBAS based navigation solution. The TAPs transition to a localizer performance with vertical guidance final approach segment, thus enabling vertically guided continuous descent approaches from cruise level at selectable descent angles down to 200ft. During the flight trials, an A320 research aircraft was able to follow the desired trajectory with vertical and lateral total system accuracy of less than 20 meters. Secondly, we show that combinations of advanced RNP with SBAS final approach segments can effective-ly decouple runways in dense traffic environments where these runways previously were procedurally dependent. Sufficient obstacle clearance can also be achieved despite power lines with a height of ~300ft passing just south of the airport. While perform-ing the flight trials, we recorded a lateral precision better than 44.5 m during a curved missed approach using automatic flight control in a Hawker 750XP business aircraft."
12,384,Performance Improvements Through Trajectory Feedback in the Future Collaborative Flight Planning Environment,"Stephane Mondoloni ,     Sheng Liu,  Daniel Kirk",/seminarContent/seminar11/papers/384_Mondoloni_0123150259-Final-Paper-5-4-15.pdf,/seminarContent/seminar11/presentations/384-Mondoloni_0123150259-PresentationPDF-6-15-15.pdf,,Network and strategic flow optimisation,Pre-departure feedback on trajectory constraints will be enabled through future flight planning provisions under development by ICAO. Select operational benefits of such feedback were investigated.  Two benefit mechanism are described and quantified through the use of operational data to drive Monte Carlo simulations.  One mechanism involves the use of pre-departure feedback to enable an airspace user to select the route that is lowest cost when considering ATC constraints.  This mechanism yields an average 0.2% improvement in time and fuel costs. Individual flights may gain up to 2% improvements.  The benefit is highly dependent on the flight’s origin and destination.  A second benefit mechanism allows an airspace user to pre-emptively take ground delay to reduce the likely airborne delay on arrival.  This is accomplished through feedback on the estimated delay distribution based upon shared information on all relevant flights. A simulation of arrivals into London Heathrow as an example of the benefit mechanism revealed the potential to shift an average of 2.3 minutes of airborne holding to the ground for 138 flights per day.  This represent an annual gain on the order of 10 million kilograms of fuel for that one airport alone.
13,385,Dynamic Weather Routes: Two Years of Operational Testing at American Airlines,"David McNally ,     Kapil Sheth,  Chester Gong,  Mike  Sterenchuk,  Scott Sahlman,  Susan Hinton,  Chuhan  Lee,  Fu-Tai Shih",/seminarContent/seminar11/papers/385_McNally_0123150322-Final-Paper-5-20-15.pdf,/seminarContent/seminar11/presentations/385-McNally_0123150322-PresentationPDF-6-10-15.pdf,,Weather in ATM,"The Dynamic Weather Routes (DWR) tool continuously analyzes active flights in en route airspace and finds simple route corrections to achieve more time- and fuel-efficient routes around convective weather.  A strong partnership between NASA, American Airlines (AA), and the Federal Aviation Administration has enabled testing of DWR in real-world air traffic operations.  NASA and AA have been conducting a trial of DWR at AA’s Integrated Operations Center in Fort Worth, Texas since July 2012. This paper describes test results based on AA’s use of DWR for their flights in and around Fort Worth Center (ZFW).  Results indicate an actual savings of 3,290 flying minutes for 526 AA revenue flights from January 2013 through September 2014.  Of these, 48 flights each indicate a savings of 15 min or more.  Potential savings for all flights in ZFW airspace, corrected for savings flights achieve today through normal pilot requests and controller clearances, is about 100,000 flying minutes for 15,000 flights in 2013.  Results indicate that AA flights with DWR in use realize about 20% more savings than non-AA flights.  A weather forecast analysis examines the extent to which DWR routes rated acceptable by AA users remain clear of downstream weather.  A sector congestion analysis indicates congestion could be reduced 19-38% if all flights fly DWR routes rather than nominal weather-avoidance routes."
14,386,Designing Traffic Flow Management Strategies Under Uncertainty,"Christine Taylor ,     Tudor Masek,  Craig Wanke,  Sandip Roy",/seminarContent/seminar11/papers/386-Taylor_0123150401-Final-Paper-5-8-15.pdf,/seminarContent/seminar11/presentations/386-Taylor_0123150401-PresentationPDF-6-20-15.pdf,,Network and strategic flow optimisation,"This paper proposes a framework for designing strategic traffic management strategies under  uncertainty.  A primary function of strategic traffic management is the development of traffic  management initiatives to mitigate potential large-scale congestion.  However, the associated longer  planning horizon - 2-24 hours in advance of anticipated problems - means that congestion forecasts are  highly uncertain.  Furthermore, complex interactions exist between management initiatives and traffic  propagation, producing a non-intuitive planning environment. The proposed adaptive planning framework  captures these features, enabling quantitative design of traffic management initiatives that balance  uncertainty with performance.  Specifically, a decision tree is constructed to represent critical  deviations in the forecast over the planning horizon.  Corresponding decision points provide  opportunities for management initiatives to be defined, and a genetic algorithm is employed to  optimize the expected performance of the initiatives over the entire decision tree. Thus, this method  identifies optimal strategies under forecast uncertainty, capturing the tradeoff between employing  initiatives that may not be required and lost opportunities due to inaction.  Performance of the  adaptive design framework is compared with alternate design approaches, verifying the potential value  of this new approach for real time strategic traffic flow management decision making."
15,387,Pilot Evaluation of a UAS Detect-and-Avoid System’s Effectiveness in Remaining Well Clear,"Confesor Santiago ,     Eric Mueller",/seminarContent/seminar11/papers/387-Santiago_0123150803-Final-Paper-7-1-15.pdf,/seminarContent/seminar11/presentations/387-Santiago_0123150803-PresentationPDF-7-1-15.pdf,,Unmanned and remotely piloted aircraft systems,"Unmanned aircraft will equip with a detect-and-avoid (DAA) system that enables them to comply with the requirement to ""see and avoid""  other aircraft, an important layer in the overall set of procedural, strategic and tactical separation methods designed to prevent mid-air  collisions. Regulators will establish minimum operating standards for DAA effectiveness, but different combinations of algorithms, displays  and procedures could be used to meet those standards. The research presented in this paper indicates the effectiveness of the combined  pilot-DAA system as a function of the DAA design requirements and provides data that may be used to model the behavior of pilots when  employing such systems. Two simulations involving 21 professional unmanned aircraft system (UAS) pilots evaluated eight different DAA  system designs in order to assess their ability to maintain the ""well clear"" separation standard, i.e., the state of maintaining a safe distance  from other aircraft that would not normally cause the initiation of a collision avoidance maneuver on either aircraft.   When the traffic  display was integrated with the primary mission map directly in front of the pilot, there were fewer losses of well clear. Greater warning  time provided to the pilot was strongly correlated with success in remaining well clear. Pilots' ability to separate from aircraft with  cooperative and non-cooperative surveillance systems was nearly the same after accounting for the amount of alert time provided in each  encounter, although the limited surveillance volume for the airborne-equipped aircraft meant alerts tended to occur later and therefore  were more difficult to resolve."
16,388,Characteristics of a Well Clear Definition and Alerting Criteria for Encounters between UAS and Manned Aircraft in Class E Airspace,"Marcus Johnson ,     Confesor Santiago,  Eric Mueller",/seminarContent/seminar11/papers/388-Johnson_0123150804-Final-Paper-5-6-15.pdf,/seminarContent/seminar11/presentations/388-Johnson_0123150804-PresentationPDF-6-1-15.pdf,,Unmanned and remotely piloted aircraft systems,"Unmanned aircraft systems will be required to equip with a detect-and-avoid (DAA) system in order to satisfy the federal aviation  regulations to remain well clear of other aircraft. For a DAA system to satisfy the requirement to stay well clear of other airborne traffic, a  quantitative definition of well clear needs to be defined and evaluated. This study investigates the implications of UAS using proposed well  clear definitions as a separation standard for conducting operations in the national airspace system. The first analysis considers three well  clear definitions and presents the relative state conditions of intruder aircraft as they encroach upon the well clear boundary. The second  analysis focuses on the definition of the alerting criteria needed to inform the UAS operator of a potential loss of well clear. All analyses are  conducted in a NAS-wide fast-time simulation environment using UAS aircraft models, proposed UAS missions, and historical air defense  radar data to populate the background traffic operating under visual flight rules. The results presented in this study inform the safety case,  requirements development, and the operational environment for DAA minimum operational performance standards."
17,390,Assessing Resilience of Scheduled Performance-Based Navigation Arrival Operations,"Jae Woo Jung ,     Savita Verma,  Shannon Zelinski,  Thomas Kozon,  Lindsay Sturre",/seminarContent/seminar11/papers/390-Jung_0124150710-Final-Paper-4-23-15.pdf,/seminarContent/seminar11/presentations/390-Jung_0124150710-PresentationPDF-6-4-15.pdf,,Enhanced surveillance and navigation,"This paper assesses the resilience of scheduled Performance-Based Navigation (PBN) arrival operations. Resilience is defined as an ability to return to nominal operations following a schedule perturbation. Results from a Human-in-the-Loop (HITL) experiment that included off-nominal events to perturb the schedule are described. The schedule comes from a precision trajectory-based arrival manager. The experiment collected data regarding the response to perturbed schedules in three conditions, where: 1) a disturbance rejection algorithm made schedule adjustments automatically, 2) a Traffic Management Coordinator (TMC) participant made schedule adjustments manually, or 3) no schedule adjustments were made. Analyses showed that the simulation’s scheduled PBN operations have inherent resilience, recovering from more than half of the perturbed schedules even with no schedule adjustments. Resilience to the same off-nominal events improved with schedule adjustments; an increased proportion of perturbed schedules recovered within the length of operation run, and the average duration of the schedule’s perturbed state decreased. Compared to the manual schedule adjustments condition, a greater number of schedule adjustments occurred for the same off-nominal events in the automated condition. However, perturbed schedules were recovered more frequently and perturbations were less severe in the automated condition. Subjective and objective workload in the manual and the automated schedule adjustment conditions were similar to the no schedule adjustment condition."
18,391,Assessment of a National Airspace System Airborne Rerouting Tool,"Kapil Sheth ,     David McNally,  Patrick Somersall,  Alexander Morando,  Alexis Clymer,  Fu-Tai Shih",/seminarContent/seminar11/papers/391-Sheth_0124150729-Final-Paper-5-6-15.pdf,/seminarContent/seminar11/presentations/391-Sheth_0124150729-PresentationPDF-6-3-15.pdf,,Weather in ATM,"This paper presents the assessment of a National Airspace System airborne rerouting tool.  The tool implements NASA’s Dynamic Weather Routes concept for wind-corrected flying-time savings during convective weather activity.  A description of the system, as applicable to the entire United States airspace is provided, and results are presented demonstrating benefits of such a system from various Centers and airlines’ perspectives.  Three approaches for selection of reroute-return capture fix, which prevent unrealistically large controller clearances are presented.  Results are shown for potential time- and fuel-savings (over 134,000 minutes and 4.2 million lbs. of fuel for over 35,000 proposed reroutes) and sector congestion reduction (over 121 hours in congested sectors) for all 20 Centers.  The data used were for 30 days with highest delays attributable to convective weather from April to October of 2014.  Other results show the evaluation of the maneuver or reroute start point (a parameter representing the amount of coordination time needed), which highlight the need for a controller-pilot data link. A data link would help achieve higher savings.  The results for persistence time, beyond which the time-savings dwindle quickly, help determine the maximum coordination time required for each Center.  Finally, an assessment from a current National Operations Manager at the Air Traffic Control System Command Center of the FAA is documented.  Those suggestions could improve the efficiency of the air transportation system, especially with the expected improvements in the traffic flow management infrastructure.  Currently, one industry partner and one airline are assessing this technology for commercial operational use."
19,395,Fuel and Energy Benchmark Analysis of Continuous Descent Operations,"Hartmut Fricke ,     Christian Seiss,  Robert Herrmann",/seminarContent/seminar11/papers/395-Fricke_0125150225-Final-Paper-5-7-15.pdf,/seminarContent/seminar11/presentations/395-Fricke_0125150225-PresentationPDF-6-11-15.pdf,,Environment and energy efficiency,"In this paper the existing CDO procedures at three relevant German airports are analyzed with respect to both the achievable (maximum specific range) and the effectively achieved fuel savings in comparison to conventionally flown arrivals. To do so, we applied our highly precise flight performance model EJPM [1] to several thousand flown trajectories before and after CDO implementation, the data of which was provided to us as radar track data. A technique was developed to estimate the individual aircraft gross mass for calculating the optimum rate of descent starting from the computed flight-specific Top of Descent (ToD). Furthermore, we considered 3D weather and wind data to determine the CDO trajectory. When locating the trajectories within typical ICAO CDO procedure corridors, we found that the current, generic design criteria does not allow the fuel saving potential of CDO to be utilized. Often because of poor CDO execution from the ground and flight deck, only selected aircraft types managed to maintain the defined boundaries. To gain insight on how much detailed procedure guidance is required, a comprehensive weather and aircraft mass sensitivity analysis is also presented. We found analytic models to improve CDO procedures based on local traffic and meteorological conditions, which should supplement current guidance material."
20,398,"Optimizing Integrated Arrival, Departure and Surface Operations Under Uncertainty","Christabelle  Bosson ,     Min Xue,  Shannon  Zelinski",/seminarContent/seminar11/papers/398_Bosson_0125150433-Final-Paper-4-29-15.pdf,/seminarContent/seminar11/presentations/398-Bosson_0125150433-PresentationPDF-6-10-15.pdf,,Integrated airport/airside operations,"In airports and surrounding terminal airspaces, the integration of arrival, departure and surface scheduling and routing have the potential to improve operations efficiency. Recent research developed a mixed-integer-linear-programming algorithm-based scheduler for integrated arrival and departure operations in the presence of uncertainty. This paper extends previous research to the surface to integrate taxiway and runway operations. The developed algorithm is capable of computing optimal aircraft schedules and routings that reflect the integration of air and ground operations. A preliminary study case is conducted for a set of thirteen aircraft evolving in a model of the Los Angeles International Airport surface and terminal areas. Using historical data, a representative traffic scenario is constructed and probabilistic distributions of pushback delay and arrival gate delay are obtained. To assess the benefits of optimization, a First-Come-First-Served algorithm approach comparison is realized. Evaluation results demonstrate that the optimization can help identify runway sequences and schedules that reduce gate waiting time without increasing average taxi times."
21,400,A Trajectory Optimization Based Analysis of the 3Di Flight Efficiency Metric,Quintain McEnteggart,/seminarContent/seminar11/papers/400-McEnteggart_0125150719-Final-Paper-5-7-15.pdf,/seminarContent/seminar11/presentations/400-McEnteggart_0125150719-PresentationPDF-6-15-15.pdf,,ATM performance measurement and management,"As a means of measuring progress towards fuel and emissions reduction targets, the United Kingdom Air Navigation Service Provider NATS developed the 3Di flight efficiency metric. In principle the 3Di score of a flight is calculated by comparing a flown trajectory to a theoretical fuel/CO2 optimum trajectory. In response to a Eurocontrol review of the metric, the 3Di score has been analysed using a trajectory optimization method based on optimal control. The results suggest that further development of the metric is required to make it sensitive to vertical flight inefficiencies not related to periods of level flight. The results also show that the BADA trajectories used in the 3Di score to define the optimum fuel efficient operation of the aircraft are not optimal fuel efficient trajectories. Additionally, the results show that fuel inefficiencies introduced by flight planning restrictions need to be accounted for in any vertical flight inefficiency metric."
22,401,Enabling Performance-Based Navigation Arrivals: Development and Simulation Testing of the Terminal Sequencing and Spacing System,"John Robinson ,     Jane Thipphavong,  William Johnson",/seminarContent/seminar11/papers/401-Robinson_0126151240-Final-Paper-5-5-15.pdf,/seminarContent/seminar11/presentations/401-Robinson_0126151240-PresentationPDF-6-10-15.pdf,,Trajectory and queue management,"Abstract— NASA has developed an advanced arrival management capability for terminal controllers, known as Terminal Sequencing and Spacing (TSS). TSS increases use of performance-based navigation (PBN) arrival procedures during periods of high traffic demand. It enhances two Federal Aviation Administration operational systems with terminal metering and controller spacing tools. Sixteen high-fidelity human-in-the-loop simulations, involving more than five hundred hours of evaluation time, were conducted to mature TSS from proof-of- concept design to fully functional prototype. These simulations modeled arrival procedures at several U.S. airports, incorporated a broad range of traffic demand profiles and wind conditions, and used controllers with extensive operational experience. Two fundamental metrics are evaluated for these simulations: PBN Success Rate and Inter-Arrival Spacing Error. The PBN Success Rate shows a definitive trend when TSS is used. It increases from 42% for today's operations to 68% for terminal metering only and 92% for terminal metering with controller-managed spacing tools. Meanwhile, the Inter-Arrival Spacing Error improves 25– 35% when TSS is used compared to not used. The TSS technology was transferred to the FAA and, and it is targeted for deployment to several busy airports in the U.S. starting in 2018."
