,id,title,authors,paper,presentation,best,theme
39,342,Applying Qualitative Hazard Analysis To Support Quantitative Safety Analysis For Proposed Reduced Wake Separation Conops,"     John Shortle, Michael Allocco",/seminarContent/seminar6/papers/p_082_S.pdf,,,Safety
40,343,Joint Nasa Ames/Langley Experimental Evaluation Of Integrated Air/Ground Operations For En Route Free Maneuvering,"     Richard Barhydt, Parimal Kopardekar",/seminarContent/seminar6/papers/p_084_AGC.pdf,,,Safety
41,344,Emergence And Impact Of Secondary Airports In The United States,"     Philippe Bonnefoy, R. John Hansman",/seminarContent/seminar6/papers/p_088_AEM.pdf,,,Safety
42,345,Ground-Side Perspective On Mixed Operations With Self-Separating And Controller-Managed Aircraft,"     Paul Lee, Thomas Prevot",/seminarContent/seminar6/papers/p_089_AGC.pdf,,,Safety
43,346,Controller-Pilot Radio Channel Utilization And Cognitive Issues,"     Jasenka Rakas, Tatjana Bolic",/seminarContent/seminar6/papers/p_090_HF.pdf,,,Human Factors
44,347,A Preliminary Analysis Of The Impact Of Miles-In-Trail Restrictions On Nas Flight Operations,"     Mark Klopfenstein, Jon Mintzer",/seminarContent/seminar6/papers/p_091_MPM.pdf,,,Safety
45,348,The Link Between Operational Performance And Operational Errors In The National Airspace System,"     Mark Hansen, Yu Zhang",/seminarContent/seminar6/papers/p_094_S.pdf,,,Safety
46,349,On The Integration Of Human Performance And Collision Risk Simulation Models Of Runway Operation,"     Kevin Corker, Henk Blom",/seminarContent/seminar6/papers/p_098_HF.pdf,,,Human Factors
47,350,A Method For Rating The Severity Of Runway Incursions,"     Kim Cardosi, Daniel Hannon",/seminarContent/seminar6/papers/p_099_S.pdf,,,Safety
48,351,User Request Evaluation Tool (Uret) Adoption And Adaptation  Three Center Case Study,"     Tatjana Bolic, Mark Hansen",/seminarContent/seminar6/papers/p_100_HF.pdf,,,Human Factors
49,352,Managing Sector Congestion Using Airspace Restriction Planner,"     Parimal Kopardekar, Steve Green",/seminarContent/seminar6/papers/p_102_DS.pdf,,,Safety
50,353,Conflict Perception By Atcs Admits Doubt But Not Inconsistency,     Philippe Averty,/seminarContent/seminar6/papers/p_105_HF.pdf,,,Human Factors
51,354,Quantifying Convective Delay Reduction Benefits For Weather/Atm Systems,"     James Evans, Michael Robinson",/seminarContent/seminar6/papers/p_108_DS.pdf,,,Safety
52,355,Evaluating En Route Congestion Management Through Iinteractive Simulation,"     Michael Brennan, Christopher Ermatinger",/seminarContent/seminar6/papers/p_109_TFO.pdf,,,Safety
53,356,Estimation Of Arrival Capacity And Utilization At Major Airports,"     Antony Evans, Husni Idris",/seminarContent/seminar6/papers/p_113_MPM.pdf,,,Safety
54,357,Modeling Delays And Cancellation Probabilities To Support Strategic Simulations,"     David Lovell, Avijit Mukherjee",/seminarContent/seminar6/papers/p_114_MPM.pdf,,,Safety
55,358,Co-Operative Air Traffic Management: A Technology Enabled Concept For The Next Generation Air Transportation System,"     Thomas Prevot, Joey Mercer",/seminarContent/seminar6/papers/p_115_IAC.pdf,,,Innovative ATM concepts
56,359,Response Mechanisms For Dynamic Air Traffic Flow Management,"     Michael Ball, Robert Hoffman",/seminarContent/seminar6/papers/p_116_TFO.pdf,,,Safety
57,360,An Analysis Of Potential Capacity Enhancements Through Wind Dependent Wake Turbulence Procedures,"     Jeff Tittsworth, Clark Lunsford",/seminarContent/seminar6/papers/p_118_AM.pdf,,,Safety
58,361,The Factors Affecting Airspace Capacity In Europe: A Framework Methodology Based On Cross Sectional Time-Series Analysis Using Simulated Controller Wo,"     Arnab Majumdar, Washington Ochieng",/seminarContent/seminar6/papers/p_119_U.pdf,,,Safety
59,362,Safety Analysis For Advanced Separation Concepts,     John Andrews,/seminarContent/seminar6/papers/p_120_S.pdf,,,Safety
60,363,Cockpit Display Of Traffic Information (Cdti) Assisted Visual Separation (Cavs): Pilot Acceptability Of A Spacing Task During A Visual Approach,     Randall Bone,/seminarContent/seminar6/papers/p_122_AGC.pdf,,,Safety
61,364,Integration Of Downlink Aircraft Parameters In A French En Route Atc Hmi,     Vincent Kapp,/seminarContent/seminar6/papers/p_123_DS.pdf,,,Safety
62,365,Sourdine Ii Assessment Aspects Of Noise Abatement Procedures,     Ruud den Boer,/seminarContent/seminar6/papers/p_124_EIM.pdf,,,Safety
63,366,Benefits Obtained From The Estimation And Distribution Of Realistic Taxi Times,"     Jose Miguel de Pablo Guerrero, Patricia Pina Calafi",/seminarContent/seminar6/papers/p_125_AM.pdf,,,Safety
64,367,Analyzing Air Traffic Management Systems Using Agent-Based Modeling And Simulation,     Amy Pritchett,/seminarContent/seminar6/papers/p_129_IAC.pdf,,,Innovative ATM concepts
65,368,Tactical Departure Management With The Eurocontrol / Dlr Dman,     Dietmar Bohme,/seminarContent/seminar6/papers/p_130_AM.pdf,,,Safety
66,369,Shifting The Atm Paradigm: From The Use Of System Resources To The Management Of Objectives,"     Laurent Guichard, Sandrine Guibert",/seminarContent/seminar6/papers/p_131_IAC.pdf,,,Innovative ATM concepts
67,370,"Linking Existing On Ground, Arrival And Departure Operations","     Jose Miguel de Pablo Guerrero, Patricia Pina",/seminarContent/seminar6/papers/p_132_AM.pdf,,,Safety
68,371,"As Rapid As Paper Strips? Evaluation Of Vertidigi, A New Control Tool For Terminal Sectors","     Railane Benhacene, Anthony Marion",/seminarContent/seminar6/papers/p_133_HF.pdf,,,Human Factors
69,372,Verification And Validation Results From The Operational A-Smgcs Field Trials Of The Project Beta,     Christoph Meier,/seminarContent/seminar6/papers/p_134_AM.pdf,,,Safety
