,id,title,authors,paper,presentation,best,theme
29,68,Capacity-RelatedBenefits of Proposed CNS/ATM Technologies,     Tara J. WEIDNER,/seminarContent/seminar2/papers/p_030_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
30,69,Methods andMeasurements for Evaluation of ATM Tools in Real-Time Simulations and FieldTests,     Fred SCHICK,/seminarContent/seminar2/papers/p_031_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
31,70,Application of GenericMetrics to Assess the Accuracy of Strategic Conflict Probes,"     Mary LeeCALE, Mike PAGLIONE, Robert OAKS, Dominic TIMOTEO",/seminarContent/seminar2/papers/p_032_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
32,71,National AirspaceCapacity Estimate,"     Alfred B.COCANOWER, William VOSS",/seminarContent/seminar2/papers/p_033_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
33,72,Modeling an AirlineOperations Control Center,"     Nicolas PUJET, Eric FERON",/seminarContent/seminar2/papers/p_034_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
34,73,A Probabilistic RiskAssessment based methodology to assess advanced ATM on safety,"     Henk BLOM, Peter BLANKER, Mariken EVERDIJ",/seminarContent/seminar2/papers/p_035_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
35,74,Growing Pains ofMajor European Airports Case Study: Amsterdam Airport Schiphol,"     Hans OFFERMAN, Marcel BAKKER",/seminarContent/seminar2/papers/p_036_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
36,75,ATM Performance Reviewin Europe,     Xavier FRON,/seminarContent/seminar2/papers/p_037_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
37,76,PreliminaryEvaluation of Flight Delay Propagation Through an Airline Schedule,"     Roger BEATTY, Rose HSU, Lee BERRY, James ROME",/seminarContent/seminar2/papers/p_038_APMMA.pdf,,,"ATM Performance Measurement, Modelling, and Assessment"
38,77,The Tactical Load Smoother Tool for Multi-Sector Planning,"     Colin MECKIFF, Jean-Pierre NICOLAON, Renaud CHONE",/seminarContent/seminar2/papers/p_040_FOC.pdf,,,Future Operational Concepts
39,78,Investigation of Improved Information Distribution for the Realisation of Collaborative Decision Making,"     Peter MARTIN, Alison HUDGELL, Nicolas BOUGE, Sophie VIAL",/seminarContent/seminar2/papers/p_041_FOC.pdf,,,Future Operational Concepts
40,79,ATC/Air Carrier Collaborative Arrival Planning: Data Sharing and User Preference Tools,"     Cheryl QUINN, Richard E. ZELENKA",/seminarContent/seminar2/papers/p_042_FOC.pdf,,,Future Operational Concepts
41,80,European and USA Operational Concepts for 2000-2010: A Framework for Comparison,     R.A. McCULLOCH,/seminarContent/seminar2/papers/p_043_FOC.pdf,,,Future Operational Concepts
42,81,Air Traffic Management Capacity-Driven Operational Concept Through 2015,"     Aslaug HARALDSDOTTIR, Robert A. SCHWAB, Monica S. ALCABIN",/seminarContent/seminar2/papers/p_044_FOC.pdf,,,Future Operational Concepts
43,82,FACES: a Free Flight Autonomous and Coordinate Embarked Solver,"     Jean-Marc ALLIOT, Nicolas DURAND, Géraud GRANGER",/seminarContent/seminar2/papers/p_045_FOC.pdf,,,Future Operational Concepts
44,83,Achieving Early CDTI Capability with ADS-B,"     Andrew D. ZEITLIN, Jonathan HAMMER, James CIEPLAK, Oscar A. OLMOS",/seminarContent/seminar2/papers/p_046_FOC.pdf,,,Future Operational Concepts
45,84,Operational Assessment of Co-operative ASAS Applications,"     Béatrice BONNEMAISON, Francis CASAUX, Thierry MIQUEL",/seminarContent/seminar2/papers/p_047_FOC.pdf,,,Future Operational Concepts
46,85,On the Applicability of Free-Flight Mode in European Airspace,"     Pierre FAURE, Vu DUONG",/seminarContent/seminar2/papers/p_048_FOC.pdf,,,Future Operational Concepts
47,86,"Self-Separation from Air, Ground and Airline Perspective","     R.C.J. RUIGROK, Sandra LOZITO",/seminarContent/seminar2/papers/p_049_FOC.pdf,,,Future Operational Concepts
48,87,The Effect of Shared Information on Pilot /Controller situation Awareness and Re-Route Negotiation,"     John HANSMAN, Todd FARLEY, Mica ENDSLEY, Keith ADMONLIRDVIMAN, L. VIGEANT-LANGLOIS",/seminarContent/seminar2/papers/p_050_FOC.pdf,,,Future Operational Concepts
49,88,Structuring Hazard Criteria for Automated Separation Assurance,     Robert SIMPSON ,/seminarContent/seminar2/papers/p_051_FOC.pdf,,,Future Operational Concepts
50,89,The ESCAPADE Project (use of Downlinked Aircraft Parameters),"     Bruno FAVENNEC, Pascal SALEMBIER",/seminarContent/seminar2/papers/p_052_FOC.pdf,,,Future Operational Concepts
51,90,Observations of Departure Processes at Logan Airport to support the development of departure Planning Tools,"     Husni IDRIS, Bertrand DELCAIRE, William D. HALL, Ioannis ANAGNOSTAKIS, John R. HANSMAN, Amadeo R. ODONI, John-Paul CLARKE",/seminarContent/seminar2/papers/p_053_FOC.pdf,,,Future Operational Concepts
