,id,title,authors,paper,presentation,best,theme,abstract
10,49,Fuel-based flight inefficiency through the lens of different airlines and route characteristics,"Jovana Kuljanin, Jordi Pons-Prats & Xavier Prats (UPC)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_49.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_49.pdf,,Environment and Energy Efficiency,"In the light of the ambitious environmental targets for future ATM (Air Traffic Management) paradigms, there is a need in the enhancement of current performance indicators, with the objective to facilitate the identifica- tion of different sources of environmental inefficiencies, and to enable large scale and systematic post-operational analyses. Based on a previously published methodological framework to compute fuel-based performance indicators, this paper aims at exploring these inefficiencies at different granularity of the results. For this purpose, a set of filters has been applied on a data-set of 24h of traffic within the ECAC (European Civil Aviation Conference) area, encom- passing different airspace users categories, route length and flight frequencies. The results show that the carriers prone to low-cost business models have, on average, the highest value of total fuel inefficiency in absolute terms with a median around 530 kg (17%); compared to full-service carriers with a median around 432 kg (20%); observing as well that relative fuel inefficiency significantly drops as the stage length of the routes increases. These figures are obtained when the reference trajectory used to derive fuel inefficiency is a full free route trajectory at maximum range and without considering en-route charges. Moreover, results reveal that the busiest the routes are, the higher fuel inefficiencies they accrue. For routes with less than 5 departures per day, the fuel inefficiency accounts for 19.1% in relative terms, if compared with the total fuel burnt; whereas for the routes from the category between 12 and 20 daily departures the relative fuel inefficiency rises to 22.6% when the reference trajectory is constrained to the current structured en-route network, current flight level allocation and orientation schemes, and maximum range operations. It is acknowledged, however, that a larger data-set needs to be considered in the future to generalise the validity of the obtained results."
11,77,Fuel inefficiency characterisation and assessment due to early execution of top of descents,"Ramon Dalmau (EUROCONTROL), Junzi Sun (TU Delft) & Xavier Prats (UPC)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_77.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_77.pdf,,Environment and Energy Efficiency,"The vertical trajectory plan (altitude and speed) corresponding to the descent phase of a modern airliner is computed by the on-board flight management system while the aircraft is still in cruise. As long as the constraints on the arrival procedure allow, this system plans for an idle descent and the exact location of the (optimal) top of descent (TOD) is determined in this process. In busy terminal airspace, however, air traffic control officers -- motivated by the needs to maintain a safe and expeditious flow of aircraft -- might require to start the descents before the TOD computed by each particular arriving aircraft. In such situations, most flight guidance systems aim to intercept the original altitude plan from below, by using a shallower descent angle while keeping the speed plan, requiring in this way, additional thrust. This leads, consequently, to higher fuel consumption figures. The objective of this paper is threefold. Firstly, it characterises and quantifies these fuel inefficiencies for an Airbus A320, using accurate aircraft performance data and a trajectory computation software from the manufacturer. Secondly, it proposes a methodology to automatically identify early descents and to extract the key parameters required to compute the fuel inefficiencies by only observing ADS-B (automatic dependent surveillance-broadcast) data. Finally, the method is applied to a case study with 4,139 real ADS-B trajectories in Amsterdam-Schiphol (The Netherlands) terminal airspace; showing that early descents are very frequent and that they increase the fuel consumption by a 5%, in average."
12,33,Shadow evaluation of the ATD-2 phase 3 trajectory option set reroute capability in the north Texas metroplex,"William J. Coupe, Divya Bhadoria, Yoon Jung (NASA), Eric Chevalley (San Jose State University) & Greg Juro (Cavan)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_33.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_33.pdf,,Integrated Airport/ Airside Operations,This paper presents results of NASA’s Airspace Technology Demonstration 2 Phase 3 Trajectory Option Set reroute capability designed to resolve a demand capacity imbalance along the terminal airspace boundary. We focus on Candidate flights generated during the Stormy 2020 Shadow Evaluation which was the result of using the system to passively collect predictions for each flight at the OUT event. Benefit metrics associated with the predictions are defined for the individual rerouted flight and also the system-wide savings. Candidate flights are grouped into three distinct use cases and the benefit mechanism is explained for each use case along with illustrative data. Analysis of the different use cases shed light on the underlying causes of the reroute opportunities. Lessons learned from the Stormy 2020 Shadow Evaluation including the importance of reroutes during recovery from Severe Weather Avoidance Programs and also reroutes in the absence of terminal airspace restrictions will be incorporated into the Phase 3 Field Evaluation in 2021 to maximize reroute opportunities.
13,26,Estimating stochastic air transport process times using the fuzzy critical path method,"Ehsan Asadi, Wei Chen & Hartmut Fricke (TU Dresden)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_26.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_26.pdf,,Integrated Airport/ Airside Operations,"Predicting both optimal and reliable aircraft turnaround time is one of the most critical tasks in ACDM flight scheduling plans. Considering the effects of randomness and fuzziness on the turnaround process duration, we transform the probability distribution of well-fitted sub-processes into a cumulated density function, equivalent to the fuzzy membership function (FMF), then identify the fuzzy membership grade of each turnaround sub-process by goodness-of-fit. Based on the Critical Path Method (CPM) technique and fuzzy set theory, the turnaround time, considering stochastic effects, is evaluated using the fuzzy critical path method (FCPM). To validate this calculation, we constructed the FMF from historical data and compared it with FCPM-based turnaround times. In addition, we utilize these historical data to generate fuzzy sets of different arrival delays using Frankfurt airport data of summer 2017 and conclude that delays are positively correlated with the FCPM-based turnaround process through a linear regression model."
14,62,Real-time departure slotting in mixed-mode operations using deep reinforcement learning,"Duc-Thinh Pham, Li Long Chan, Sameer Alam (NTU Singapore) & Rainer Koelle (EUROCONTROL)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_62.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_62.pdf,,Integrated Airport/ Airside Operations,"A mixed-mode runway operation increases the runway capacity by allowing simultaneous arrival and departure operations on the same runway. However, this requires careful evaluation of safe separation by experi- enced tower controllers. In daily operation, tower controllers need to make real-time decisions for departure slotting. However, an increase in runway capacity is not always guaranteed due to the stochastic nature of arrivals and departures and associated environmental parameters. To support controllers in making real-time departure slot- ting decisions, this paper proposes a Deep Reinforcement Learning approach to suggest departure slots within an incoming stream of arrivals while considering operational constraints and uncertainties. In this work, novel state representation and reward mechanisms are designed to facilitate the learning process. Experimentation on A-SMGCS data from Zurich air-port shows that the proposed approach achieves an efficiency ratio of more than 83.8% of the expected runway capacity while maintaining safe separation distances in mixed-mode operations. The results of this work have demonstrated the potentials of DeepReinforcement Learning in solving decision-making problems in Air Traffic Management."
15,34,Evaluation of UTM strategic deconfliction through end-to-end simulation,"Maxim Egorov, Antony Evans, Scot Campbell (Airbus UTM), Sebastian Zanlongo & Tyler Young (John Hopkins University)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_34.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_34.pdf,*,UTM/U-Space,"This paper provides an initial analysis of the ability of volume-based deconfliction to mitigate air risk between cooperative unmanned operations in an Unmanned Traffic Management (UTM) setting. Namely, we use high-fidelity simulation in combination with a collection of UTM services to evaluate the functional and performance requirements for strategic deconfliction that are emerging from the standards work in UTM. Our objective is to assess how well the requirements developed by standards groups can support end-to-end safety. We consider two key aspects of strategic deconfliction within our evaluation: how operational volumes are constructed, and how well unmanned vehicles are able to conform to their planned operational volumes in the presence of system error. To that end, we outline an end- to-end simulation framework that can be used to evaluate system level implications of UTM requirements. We apply the framework to (1) provide quantitative guidance for the risk reduction associated with strategic deconfliction in UTM, and to (2) provide operational recommendations that would enable operators to meet safety targets prescribed by conformance rate and strategic deconfliction requirements in the UTM ecosystem."
16,57,An integrated approach for dynamic capacity management service in U-space,"Yiwen Tang, Yan Xu, Gokhan Inalhan & Antonios Tsourdos (Cranfield University",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_57.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_57.pdf,,UTM/U-Space,"This paper presents an integrated approach for the Dynamic Capacity Management service to be offered in U-space. The approach involves three main threads, including flight planning (demand), airspace configura- tion (capacity) and demand-capacity balancing (DCB). The flight planning thread produces UAS (unmanned aerial systems) trajectories for each flight that together reflect the estimated traffic demand. The airspace configuration thread defines the fundamental airspace structure and proposes dynamic adjustment schemes that determine the capacity distribution. It also enables the flight planning to reschedule alternative trajectory options to route away from possible congested areas. The last DCB thread takes the previous inputs and then computes for the optimal slot allocation and trajectory selection, as well as the optimal airspace configuration. Simulation case studies have been performed through mimicking a future U-space operating scenario. Results suggest that the integrated approach can achieve the best outcome in almost all the key performance areas than any other cases where only partial functions can be realised."
17,12,Flight prioritization and turnaround recovery,"Jan Evler, Michael Schultz & Hartmut Fricke (TU Desden)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_12.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_12.pdf,,"Economics, Finance and Policy","The SESAR ATM Master Plan describes the goal to fully integrate airports into the ATM network, such that airspace user operations are facilitated and related user costs are reduced. The corresponding flight prioritization mech- anisms of the user-driven prioritization process are in the process of being validated at several airports across Europe. This article studies the benefits of the underlying concept of tactical ATFCM slot swapping in relation to resource- constrained turnaround management of an airline. A case study at Frankfurt airport analyses different situations in which the airport is expected to operate with reduced capacity, such that a local hub carrier can prioritize its arrival (and departure) flights. Results indicate that arrival slot swapping in hot spots is very efficient as long as fixed departure flights of the same aircraft obtain no critical delays for the downstream network. In our case study, such critical delays for the network occur at around 60~minutes of departure delay, such that flights which are assigned with higher delays require the additional flexibility of departure slot swapping in order to achieve significant cost reductions. We further find that optimal delay margins, which are calculated with our approach, suffice for the confidential communication of flight priorities, such that complex scoring and credit trading systems might be omitted. In exchange, we propose a secondary trading scheme, for which our model can define efficient slot prices while considering the operational constraints of an airline."
18,85,Measuring the resilience of airline operation networks,Ying Zhou & Yanjun Wang (Nanjing University ),/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_85.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_85.pdf,*,"Economics, Finance and Policy","Incorporating resilience into the airline’s network planning and assessment prepares the airline for disrup- tive events. To measure and improve the resilience of an airline’s network, quantitative or qualitative metrics are required. In this work, we first propose a novel modeling approach by the leverage of temporal network theory to analyze the resilience of an airline’s operation network. A two-layer network is generated from an airline’s sched- uling data and operation data using the proposed approach. By taking interactions of the network’s components and time-attributed information into consideration, the instantaneous network efficiency is defined to measure the performance of the network. We then develop a new resilience metric, average efficiency loss ratio (AELR), for airline’s operation network based on the instantaneous network efficiency. The proposed approach and metric are applied to four major U.S. airlines’ networks, including AA, UA, DL and WN using a publicly accessible dataset. Results show that the proposed AELR is able to detect abnormal operations and identify different phases under perturbations. Our work may open an avenue for managing the resilience of airline’s networks."
19,25,A framework to evaluate aircraft trajectory generation methods,"Xavier Olive, ONERA), Junzi Sun (TU Delft), Mayara Condé Rocha Murça (Aeronautics Institute of Technology) & Timothé Krauth (ZHAW)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_25.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_25.pdf,,Trajectory Planning I,"Aircraft trajectory generation is a widely addressed problem with applications including emergency trajec- tory generation, collision risk models, air traffic flow and capacity management or airspace design. State of the art methods to generate individual trajectories and optimise some performance or emergency criterion may lack of realism with respect to common situations implemented by air traffic controllers. On the other hand, statistical data-driven methods to generate aircraft trajectories excel at imitating operational practice but may be difficult to implement even in simulations due to aircraft performance limitations. This contribution proposes a common baseline to compare litera- ture and bleeding-edge methods to generate air traffic trajectories. Keeping in mind that the most appropriate criterion should always depend on the targeted application, we present here an extensive set of metrics to evaluate the quality of generated trajectories, before assessing two generation methods in light of these indicators."
20,44,A fast and flexible emergency trajectory generator,"Raúl Sáez, Homeyra Khaledian, Xavier Prats (UPC), Andréas Guitart, Daniel Delahaye (ENAC) & Eric Feron (Georgia Institute of Technology)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_44.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_44.pdf,,Trajectory Planning I,"We present an automated emergency trajectory generator to compute the best emergency trajectory for a given landing site. A combination of the optimized version of the rapidly exploring random tree algorithm and Dubins paths is used to compute a path connecting the aircraft position with the landing site, which avoids the obstacles in the way. Then, this path is used as input for a trajectory prediction (TP) algorithm, which computes a four-dimensional trajectory by taking into account the current aircraft performance and weather. The set of vertical profiles considered in the TP has been designed in order to cover the widest possible range of emergency situations. Moreover, the aircraft intents considered in these profiles are chosen by taking into account the operational require- ments of the air traffic operation system and the input of the flight crew. Among these profiles, two have been tested during the study, to verify the result of the proposed algorithm and its computing time, which is one of the main success criteria. This concept is expected to be part of an advanced flight management system on-board function to help the pilot take efficient and effective decisions in emergency situations and adverse conditions."
21,14,A machine learning approach to predict the evolution of air traffic flow management delay,"Ramon Dalmau, Brice Genestier, Camille Anoraud, Peter Choroba & Darren Smith (EUROCONTROL)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_14.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_14.pdf,,"Complexity Science, Analytics and Big Data for ATM II","In Europe, the most common air traffic flow management measure used by the network manager to resolve imbalances between demand and capacity is to impose regulations, which delay flights on ground. The ground delay assigned to a regulated flight may change from the time it is caught by the regulation(s) to the actual departure. This variability of the delay stems from the mechanisms used by the computer-assisted slot allocation system to manage the slots of the regulations. At present, the information on the delay evolution of a regulated flight is very limited for the airspace users, raising high uncertainty on the delay propagation and the operations management throughout the day. This paper describes the architecture of a machine learning model that, trained on historical data, is able predict the evolution of the delay for a regulated flight. Such evolution is expressed by using various indicators, which were selected by the airspace users involved in the project. The proposed model is able to predicted the trend of the delay with an accuracy of 0.75. Furthermore, results show that the model is able to reduce the prediction error (measured as the difference between the actual and the predicted delay) up to 63%, if compared to the current delay as reported by the enhanced tactical flow management system."
22,63,Predicting air traffic congested areas with long short-term memory networks,"Loïc Shi-Garrier, Daniel Delahaye (ENAC) & Nidhal Bouaynaya (Rowan University)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_63.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_63.pdf,,"Complexity Science, Analytics and Big Data for ATM II","The Extended ATC Planning (EAP) function aims at bridging the gap between Air Traffic Flow & Capacity Management (ATFCM) and Air Traffic Control (ATC) by predicting air traffic congested areas tens of minutes before their formation, and by suggesting real-time and fine-tuning measures to alleviate airspace “complexity”. Current Air Traffic Flow Prediction methods focus on crude aircraft count in a sector, and hence are unable to distinguish between low and high complexity situations for a similar aircraft count. Complexity indicators, on the other hand, aggregate air traffic measurements and workload to describe the perceived complexity. However, the evaluation of workload is a long-debated issue and an inherently ill-posed problem. In this work, we present an intrinsic complexity metric, independent of any traffic control system, and address the prediction task of the EAP function using a novel Encoder- Decoder Long Short-Term Memory (LSTM) neural network. The complexity is measured by the eigenvalues of a linear dynamical system fitted to the aircraft’s speed vectors. The Encoder-Decoder LSTM network uses a sequence of (discrete) aircraft states to predict the complexity of the air traffic in all areas of an airspace, in a time horizon of 40 minutes. Simulated traffic corresponding to one day of traffic over the French airspace is used to train and validate the model. Our experiments show that the proposed model achieves a Mean Absolute Error of 0.08 in predicting the normalized complexity value 40 minutes in the future."
23,36,Split incentive problem in the uptake of new ATM technology,"Saskia van der Loo, Christophe Heyndrickx & Eef Delhaye (TML)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_36.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_36.pdf,,Policy II,"We analyse the problem of split incentives between Air Navigation Service Providers (ANSP) and airlines in adopting disruptive technologies. We develop a simple theoretical model which allow us to analyse the uptake of technologies based on the potential efficiency gains of both the ANSP and the airlines. Next, we illustrate this model numerically. Our first, intuitive, result is that while regulation of navigation fees is necessary, it also hinders the invest- ments in new technologies. Secondly, we see that the uptake of technologies would be faster in a one-to-one setting. Thirdly, it is not certain that increased competition between ANSPs will stimulateinnovation. Finally, an overall techno- logical mandate can be welfare improving as it reduces uncertainty."
24,51,Exploring future UDPP concepts through computational behavioural economics,"David Mocholí, Rubén Alcolea & Ricardo Herranz (Nommon)",/seminarContent/seminar14/papers/ATM_Seminar_2021_paper_51.pdf,/seminarContent/seminar14/presentations/ATM_Seminar_2021_Presentation_pdf_51.pdf,,Policy II,"This paper presents an agent-based modelling (ABM) approach aimed at enabling a rigorous and compre- hensive study of flight prioritization mechanisms in the context of demand and capacity imbalances. The implemented model adopts the paradigm of agent-based computational economics, as a particularly suitable framework for the representation of features that are not properly captured by classical approaches, such as bounded rationality or hyperbolic discounting. The main components are described, including a simplified network environment, the agents, the applied behavioral rules and the included prioritization mechanisms: SFP, E-SFP and slot auctioning. Finally, a comparative performance analysis of the prioritization concepts is presented, evaluating their impact on punctuality, cost-efficiency, equity and robustness in the presence of non-rational behaviors. Results show how SFP, counterintuitively, worsens the baseline performance in some scenarios, due to unexpected network effects, while the slot auctioning concept provides the best performance. In general, behavioral biases worsen performance of the mechanisms; however, the auction mechanism results are not significantly affected by the modelled behavioral biases."
